1.0E-7;82;36548.56662667084
1.0E-7;84;35765.199400040816
5.0E-7;81;34093.74907743854
5.0E-7;82;35980.88903055282
1.0E-6;81;34999.78453809364
1.0E-6;82;35767.756552983476
5.0E-6;80;33826.373849335585
5.0E-6;80;34699.205932345474
1.0E-5;80;35215.787873247245
1.0E-5;81;36395.44700547298
5.0E-5;80;34818.98051030354
5.0E-5;81;34384.25200338541
