2.0;80;35823.647361773794
2.0;82;34612.650067576156
6.0;81;35843.31825232073
6.0;80;35256.53635235485
10.0;80;35058.994586846995
10.0;81;35382.45772513751
14.0;81;33177.49159864141
14.0;81;34164.57285838428
18.0;81;33737.902441558756
18.0;80;33599.63055321555
22.0;81;33754.04473055815
22.0;80;34423.76565353882
