260;19;4421.562367297203;20
260;19;4329.12720377395;50
260;19;4983.123307832207;90
260;19;4579.191780969767;80
260;19;4484.318759602173;30
260;19;5121.54610896601;80
260;19;4838.43851821868;80
260;18;4636.736412219009;40
260;20;4635.673957209367;100
260;19;4529.739780567551;10
260;19;4735.052022441566;30
260;19;4444.96761279533;70
260;19;4498.447366689367;20
260;18;4946.84015286202;20
260;19;4351.601660929588;10
260;19;5022.867165922828;90
260;19;4561.968165574966;40
260;19;4496.916862794277;30
260;19;4766.3644552837895;70
260;20;4566.402172169083;20
260;18;5229.550427803584;30
260;19;4729.585761855561;60
260;18;5189.121074414264;60
260;19;4643.348796281419;80
260;19;4845.878448535912;90
260;18;4750.439984450417;10
260;19;4819.493968497107;100
260;19;4716.384130657185;40
260;19;4947.741805254614;100
260;19;4873.84726564927;90
260;19;4761.596345424205;100
260;19;5146.75031075293;60
260;19;5063.342650841861;90
260;18;5447.284340751485;90
260;19;4498.466266856592;50
260;19;4539.9556341795505;70
260;19;4607.546854924039;80
260;19;4807.6239407058165;100
260;18;4765.89905271978;20
260;19;5036.14953025893;50
260;19;4511.659255483703;20
260;19;4902.386284318371;40
260;19;4653.890733420886;100
260;19;5082.033452307649;60
260;19;4818.553796802815;90
260;19;4583.452622910067;70
260;19;4484.412457455606;80
260;20;4898.925763258699;90
260;18;5323.72674779867;70
260;19;4513.034437524598;10
260;18;4884.514190436757;30
260;19;4543.907117739538;40
260;19;5317.150698924532;50
260;19;4787.578762572679;80
260;18;4856.77479668769;100
260;19;4739.587832749628;50
260;19;4815.244490061493;60
260;19;4658.243689485474;90
260;19;4783.068905818572;100
260;19;4655.2701488726;60
260;19;4725.454385912462;50
260;19;4795.98793296134;100
260;18;4904.186292791097;70
260;18;4700.446171593984;10
260;19;4983.918065942704;100
260;19;4407.92726889873;30
260;19;4831.957926509043;70
260;18;4717.994136221724;90
