52;10;1127.4845102619943;1.0
52;11;1099.5929658455511;1.0
52;10;1106.7037074077164;1.0
52;10;1081.762862974653;1.0
52;10;1062.6687893076582;1.0
52;10;1077.520269354557;1.0
52;10;1115.5079839020395;1.0
52;10;1119.1899135558303;1.0
52;10;1107.7124308156704;1.0
52;10;1089.1751588089908;1.0
52;10;1103.583413925643;1.0
52;10;1114.680242736017;1.0
52;10;1101.0707755884491;1.0E-4
52;10;1083.8996602727364;0.001
52;10;1121.2750618125563;1.0E-4
52;10;1072.5103154529988;0.001
52;10;1087.1211771228593;0.001
52;10;1090.5484066055628;1.0E-8
52;10;1098.404027441282;0.01
52;10;1104.3341000854205;0.001
52;10;1076.5906428966393;1.0E-6
52;10;1065.7130805449037;1.0E-4
52;11;1120.1042102864728;1.0E-7
52;10;1065.8236191133183;1.0E-7
52;10;1089.4850713515605;1.0E-7
52;10;1091.4215274221365;0.01
