780;79;25280.355858020812;0.01
780;77;26408.567141708747;0.05
780;78;26190.11612758088;0.1
780;79;25772.51430269497;0.2
780;78;26829.520912018645;0.3
780;78;25793.021193429107;0.01
780;79;25584.868152239535;0.05
780;78;25566.358309220494;0.1
780;78;25703.116707723006;0.2
780;78;26383.780889010635;0.3
780;79;25934.177521055313;0.01
780;78;25795.588201424718;0.05
780;78;25747.772219436705;0.1
780;79;25513.213960583165;0.2
780;78;25366.255510269628;0.3
780;79;25320.391182451272;0.01
780;78;25293.114326500963;0.05
780;78;26121.97451162012;0.1
780;78;26308.25500427882;0.2
780;78;26367.483115965526;0.3
780;79;25440.195563731915;0.01
780;78;26012.87534721012;0.05
780;78;25872.958129356317;0.1
780;79;25536.820225521915;0.2
780;78;25669.922220685945;0.3
780;79;26078.35719751539;0.01
780;78;26072.00715784805;0.05
780;78;26062.58578614526;0.1
780;78;25835.878847525026;0.2
780;78;26382.542373040058;0.3
780;79;25796.091352712338;0.01
780;78;26865.288398870187;0.05
780;78;25752.575980506917;0.1
780;78;25475.794054216334;0.2
780;79;26035.96932938549;0.3
780;79;25788.59032622362;0.01
780;78;25612.10057640606;0.05
780;78;26519.53758195008;0.1
780;78;26853.74656618999;0.2
780;78;26753.61712062423;0.3
780;79;25305.360979095465;0.01
