480;82;34588.61564091143;0.01
480;79;33868.48562948664;0.05
480;79;32836.749885344216;0.1
480;80;35173.54326637807;0.2
480;80;33436.584753004754;0.3
480;81;35532.84299590779;0.01
480;80;34828.36488016037;0.05
480;80;33467.934909730546;0.1
480;80;32697.743935617375;0.2
480;79;33438.55935621827;0.3
480;81;36367.52600035173;0.01
480;81;33576.82914982845;0.05
480;80;34449.72810342425;0.1
480;80;33327.67050101398;0.2
480;80;34898.36831294595;0.3
480;81;34767.04472341361;0.01
480;80;34130.288765649406;0.05
480;79;34135.917899832086;0.1
480;81;34706.00737686886;0.2
480;80;32625.55065074524;0.3
480;82;34809.246098122734;0.01
480;81;33540.99446070761;0.05
480;80;33184.370704265515;0.1
480;80;33081.246818660315;0.2
480;81;33882.15172381091;0.3
480;82;35649.03864744982;0.01
480;79;34583.64218564221;0.05
480;81;33354.81985257245;0.1
480;80;34111.866625140254;0.2
480;79;33745.35946608712;0.3
480;81;35455.10559194262;0.01
480;80;33624.123604863824;0.05
480;81;32973.30460421168;0.1
480;81;33323.826797142145;0.2
480;80;34786.6542729037;0.3
480;82;37656.208436104476;0.01
480;80;34656.82520819233;0.05
480;80;34001.64109399432;0.1
480;80;34395.84810787962;0.2
480;80;34338.84998449181;0.3
480;81;34874.43666606673;0.01
